survey_id,adm0_name,adm0_iso3,adm1_pcode,adm1_name,adm2_pcode,adm2_name,round,survey_date,weight_final
327145727,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327155080,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327155953,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327156581,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327156969,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327157552,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327158125,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327161695,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327161897,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327161945,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327163388,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327163514,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327165765,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327166225,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327166632,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327166863,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327166985,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327167293,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327169928,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327170294,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327170479,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327170610,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327170742,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327170881,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327175961,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327176107,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327176388,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327176588,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327176734,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327176980,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327179733,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327180082,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327184577,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327184922,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327185422,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327188786,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327189530,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327190065,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327190388,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327193810,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327199673,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327200377,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327211229,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327213533,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327214734,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/16/2022 12:00:00 AM,0.99951137
327215514,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/18/2022 12:00:00 AM,0.99951137
327216308,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/18/2022 12:00:00 AM,0.99951137
327217215,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/18/2022 12:00:00 AM,0.99951137
327218343,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/18/2022 12:00:00 AM,0.99951137
327219535,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/18/2022 12:00:00 AM,0.99951137
327240003,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327241536,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327243873,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327324702,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/14/2022 12:00:00 AM,0.99951137
327325418,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/15/2022 12:00:00 AM,0.99951137
327325760,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327401015,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327401503,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327401506,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327401521,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327401530,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327401539,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327402943,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327402955,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327402962,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327402967,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327402971,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327403006,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327404130,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327404133,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327404144,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327404161,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327404163,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327405343,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/19/2022 12:00:00 AM,1.674484
327405346,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/19/2022 12:00:00 AM,1.674484
327405361,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/19/2022 12:00:00 AM,1.674484
327416787,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/13/2022 12:00:00 AM,0.99951137
327416888,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/13/2022 12:00:00 AM,0.99951137
327416958,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/13/2022 12:00:00 AM,0.99951137
327417018,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/15/2022 12:00:00 AM,0.99951137
327425102,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/16/2022 12:00:00 AM,0.99951137
327432434,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/9/2022 12:00:00 AM,1.46244054
327897466,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/18/2022 12:00:00 AM,1.674484
327897502,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/18/2022 12:00:00 AM,1.674484
327897509,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/18/2022 12:00:00 AM,1.674484
327897521,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327897533,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
327897558,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/8/2022 12:00:00 AM,1.46244054
327900782,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/19/2022 12:00:00 AM,0.99951137
327900865,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/19/2022 12:00:00 AM,0.99951137
327900921,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/19/2022 12:00:00 AM,0.99951137
327901007,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327901024,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327901042,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327901060,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
327901070,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
327902052,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/16/2022 12:00:00 AM,0.99951137
327902059,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/19/2022 12:00:00 AM,0.99951137
327907166,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327907173,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327907179,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327907185,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327907189,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327907200,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/26/2022 12:00:00 AM,1.46244054
327908047,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908051,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908065,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908462,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908463,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908470,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908685,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908690,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327908703,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/25/2022 12:00:00 AM,1.46244054
327909087,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327909095,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327909104,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/24/2022 12:00:00 AM,1.46244054
327910046,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327910054,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327910056,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/23/2022 12:00:00 AM,1.46244054
327910316,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327910327,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327910329,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327952352,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/16/2022 12:00:00 AM,0.99951137
327952450,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/16/2022 12:00:00 AM,0.99951137
327952640,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/16/2022 12:00:00 AM,0.99951137
327952943,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/16/2022 12:00:00 AM,0.99951137
327986089,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327986123,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327986154,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327987443,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327987471,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327987487,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/22/2022 12:00:00 AM,1.46244054
327987553,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
327987575,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
327988507,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327988538,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327988565,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
327992101,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
327992118,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
327992154,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
327992208,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/27/2022 12:00:00 AM,1.46244054
328046142,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
328046178,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
328046290,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/21/2022 12:00:00 AM,1.46244054
328061113,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
328061163,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
328061262,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
328064607,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
328064791,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
328064868,Chad,TCD,TD17,Wadi Fira,TD1701,Biltine,3,8/20/2022 12:00:00 AM,1.46244054
325523751,Chad,TCD,TD07,Lac,TD0701,Mamdi,3,8/18/2022 12:00:00 AM,0.53747151
325523773,Chad,TCD,TD07,Lac,TD0701,Mamdi,3,8/18/2022 12:00:00 AM,0.53747151
325523787,Chad,TCD,TD07,Lac,TD0701,Mamdi,3,8/18/2022 12:00:00 AM,0.53747151
330912613,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,3,9/2/2022 12:00:00 AM,0.68161298
325523854,Chad,TCD,TD07,Lac,TD0701,Mamdi,3,8/18/2022 12:00:00 AM,0.53747151
330912615,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330912623,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330912627,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330912761,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330912987,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330912996,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330912999,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913008,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913021,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913029,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913037,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913046,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913051,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913058,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913063,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/4/2022 12:00:00 AM,1.07011346
330913072,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330913080,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330913085,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330913093,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330913101,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330913107,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330913113,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330913122,Chad,TCD,TD06,Kanem,TD0601,Kanem,3,9/5/2022 12:00:00 AM,1.07011346
330937164,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/13/2022 12:00:00 AM,1.674484
330974385,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/12/2022 12:00:00 AM,1.674484
330974432,Chad,TCD,TD17,Wadi Fira,TD1702,Dar-Tama,3,8/12/2022 12:00:00 AM,1.674484
330974501,Chad,TCD,TD17,Wadi Fira,TD1703,Kobé,3,8/12/2022 12:00:00 AM,0.99951137
330975821,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,3,8/31/2022 12:00:00 AM,0.68161298
330975858,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,3,8/31/2022 12:00:00 AM,0.68161298
330975960,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,3,8/31/2022 12:00:00 AM,0.68161298
330976089,Chad,TCD,TD06,Kanem,TD0602,Nord Kanem,3,8/31/2022 12:00:00 AM,0.68161298
